AI_number,SW_Permit,County,LF_names,LAT,LONG_,Stage_1_Ra,Closed,Consultant,Deed_Notic,Terminatio,CONSTR_or,Contract_o,Haz_disp,Consulta_1,Address,Name_2,Name3,Permit_Sta,Operator_T,Property_O,BEGIN_DATE,END_DATE,Checked,Used_AC,Perm_AC,Field_Note,SW_Permit_,SW_Permit1,Name_4,Name_5
77686,056-00011,Jefferson,Bramer Sanitary Landfill,38.17786111,-85.87683333,33,Y,STANTEC, , ,NFA, , , , ,Bramer Historic Landfill, , , , ,0,0,Y, , ,Never built? Location from description in county map book., ,,,
43798,056-00001,Jefferson,General Electric - Appliance Park,38.15830556,-85.64422222, , , , , , , ,Site has been transferred to haz waste branch., , , , ,Terminated,Private,Private,68,0,Y, , ,This site has been terminated and transfered. CDD and landfill completed in 1955. SWMUs in hazwaste. The site has been terminated and transferred to Haz Waste., ,,,
46333,056-00005,Jefferson,Hofesgang - Lees Lane Landfill,38.1943,-85.87766667, , , , , , , , , ,"Lees Lane, Louisville, KY",Lees Lane Landfill,Bramers Fill - Lake Dreamland,Other Program, , ,48,75,Y, , ,"112 acre site, USEPA feasability study, monitoring wells on site.", ,,,
2257,056-00008,Jefferson,Industrial Services of America,38.14027778,-85.73583333, , , , , , , , , ,"2673 Outer Loop, Louisville, KY",Mobile Waste Controls of America, , ,Private,Private,72,0,Y, , ,Owned and operated by Blankenship Construction Co; subsequently sold to L & N Railroad,056-00028,,,
1979,056-00012,Jefferson,Mattingly Bridge and Construction,38.208,-85.84483333, , , , , , , , , ,"4501 Camp Ground Road, Louisville, KY",Campground Landfill, , , , ,85,92,Y, , ,"Owned and operated by SCA Services of KY, Inc.; name changed to Waste Management of KY, Inc. 1987",056-00015,056-00027,,
2205,056-00013,Jefferson,Rohm & Hass Landfill,38.208,-85.8367, , , , , , , , , ,"4300 Camp Ground Road, Louisville, KY",Rohm & Hass - Louisville Plant, ,Blue DOT,Private,Private,0,0,Y, , , , , ,,
43260,056-00014,Jefferson,Southern Materials Services,38.2069,-85.83522, , , , , , , , , ,"3402 Vog Ave., Louisville, KY",Raplh Avenue Landfill, ,Blue DOT,Private,Private,69,91,Y, , , , , ,,
38627,056-00019,Jefferson,Louisville Water Co.,38.34238889,-85.62744444, , , , , , , , , ,"7400 Upper River Road, Louisville, KY",Payne WWTP,Louisville Water Co. Plant B - Payne WTP,Active,Private,Private,70,0,Y, , ,"Nothing at the coordinates, no local info.", , ,,
43269,056-00025,Jefferson,Louisville Edible Oil Products,0,0, , , , , , , , , ,"2500 7th St. , Louisville, KY",Joseph E Seagram & Sons Inc.,Golden Foods Inc. Landfill,Terminated,Private,Private,0,73,Y, , , , , ,,
2022,056-00026,Jefferson,Dupont de Nemours Industrial Landfill,38.21077778,-85.85797222, , , , , , , , , ,"4200 Camp Ground Road , Louisville, KY",The Chemours Company FC LLC, ,Blue Dot,Private,Private,0,0,Y, , , , , ,,
43790,056-00087,Jefferson,Thompson Tire Hauling,38.13111111,-85.73205556, , , , , , , , , ,"1833 South Park road, Fairdale, KY",Dennis Meighns, ,Alt/Rejected,Private,Leased,95,2001,Y, , ,"Cleaned up, inspector's direct knowledge", , ,,
40347,056-00194,Jefferson,Robinson Wrecking Co.,38.21558333,-85.82602778, , , , , , , , , , ,Bramer Dump, ,Dep Other,Private,Leased,0,0,Y, , ,"Beneficial Reuse Operation, not a landfill", , ,,
0,056-A0002,Jefferson,Anheuser Busch,38.19196111,-85.68367222, , , , , , , , , , ,Ole Brickyard Plaza, , ,Private,Private,55,92,Y, , ,"Along with Ole Brickyard Plaza (34959), this site is part of an old brickyard that received various paint waste drums in their fill.  Several properties surrounding these sites that were included in the original investigatio", , ,,
0,056-A0003,Jefferson,B F Goodrich Chemical Group,38.22015278,-85.83010556, , , , , , , , , , , , , ,Private,Private,40,0,Y, , ,Listed as a groundwater site in the SF database, , ,,
2122,056-00029,Jefferson,LG&E - Mill Creek Station,38.22055556,-85.84583333, , , , , , , , , ,"14660 Dixie Hwy, Louisville, KY",Louisville Gas & Elec. - Mill Creek Station, ,Active, , ,0,0,Y, , , , , ,,
6839,056-00030,Jefferson,LG&E - Cane Run Station,38.22444444,-85.83611111, , , , , , , , , , ,Louisville Gas and Elec. Pipeline, ,Active, , ,0,0,Y, , , , , ,,
43262,056-00032,Jefferson,Waste Management (Kramer's Lane),38.20633333,-85.84613889, , , , , , , , , ,"Camp Ground Road, Louisville, KY",Kramers Lane Landfill,Kramers Lane Inert Landfill, ,Private,Private,0,0,Y, , , , , ,,
49162,056-A0008,Jefferson,Ronald Clark Property Landfill,38.04978,-85.88466667, , , , , , , , , ,"14201 Bohanon Ave., Louisville, KY",Clark's PBR Landfill, ,Active,Private,Private,80,90,Y,<1, , , , ,,
51816,056-A0009,Jefferson,Crittenden Drive Relocation Project,38.17244444,-85.75175, , , , , , , , , , , , , , , ,0,0,Y, , , , , ,,
52195,056-A0010,Jefferson,Figgie Properties,38.2675,-85.71813889, , , , , , , , , ,"200 Cabet St., Louisville, KY",Challenger Lift,Challenger Lifts Inc.,No Permit, , ,0,0,Y, , , , , ,,
52198,056-Z0001,Jefferson,Bellevue Park - Anchorage,0,0, , , , ,Y, , , , , , , ,No Permit, , ,0,0,Y, , ,Site was cleared by Superfund and terminated from our program per correspondence with Stantec in graybar., , ,,
52165,056-Z0002,Jefferson,Cane Run Road Dump,0,0, , , , , , , , , , , , ,No Permit, , ,2001,2001,Y, , , , , ,,
51726,056-Z0003,Jefferson,Harrods Creek Imports,0,0, , , , ,Y, , , , ,"6337 Upper River Road, Harrods Creek, KY", , ,No Permit,Private,Private,0,0,Y, , ,Removed from Stantecs characterization project since it was not a landfill. Was filled with CDD and paved over., , ,,
43248,057-00005,Jefferson,Rosa Dillingham,37.90419444,-84.46433333, , , , ,Y, , , , ,"1796 E Hickman Road, Nicholasville, Ky",Dillingham Farm, , ,Private,Private,90,98,Y, , ,"Former open dump (1990-1998), cleaned up owned and operated by Hazel Dillingham",057-00006, ,,
0,057-00011,Jefferson,Lowry Property (RJ Corman RR Group_,37.86155556,-84.62780556, , , , ,Y, , , , , ,Lowry Property, ,Not Built,Private,Private,0,0,Y, , ,"No dump present, mistakenly submitted based on a contaminated soil export from site.", , ,,
51791,057-00002,Jessamine,Consol San Service - Glover Farm,37.84266667,-84.68058333, ,Y,TT, , ,CONSTR,super,VOC's PCB in leachate, ,"KY 29, Wilmore, KY",Billy Glover Landfill, , ,Private,Private,64,88,Y, , ,Owned and operated by Billy Glover until 77; leased to Consolidated Sanitation Services Inc. 77-83, , ,,
48250,057-00001,Jessamine,Asbury College,37.87255556,-84.66666667, , , , , , ,S1E3,_, ,"1 Macklem Dr, Wilmore, KY", , , ,Private,Private,69,0,Y, , ,Nothing visible., , ,,
77715,057-00012,Jessamine,Norwood Construction CDD less than 1 ac,37.80083333,-84.58305556, , , , , , ,S1E3,_, , ,Norwood Construction Company Historic Closure, , ,Private,Private,0,0,Y, , ,"Sinkhole dump of CDD, closed enforcement DWM #88084", , ,,
2363,058-00008,Johnson,Johnson County LF,37.7743,-82.7033,P, ,TT, , ,CONSTR,4Eleach,_, ,"Right Fork of Millers Creek, Van Lear, KY", , ,Blue Dot,Government,Leased,84,89,Y,<1, ,"Visit by Melton, Smith, & Partridge. Grass cover in bad shape. ATV tracks on site, need to place more boulders to prevent ATV access.", , ,,
71314,058-00007,Johnson,City of Paintsville,37.8251,-82.8151,53, ,TT, , ,CONSTR,30E,_, ,"3rd St, Paintsville, KY",Paintsville Residential Landfill, ,Blue Dot,Government,Leased,45,85,Y, , , ,058-00001, ,,
43714,058-00006,Johnson,Castle Enterprises,37.8306,-82.78025, , , , , , ,S1E9,_, ,"Rockhouse Road, Thealka, KY", , , ,Private,Private,0,86,Y, , , , , ,,
77718,058-00002,Johnson,Williamsport Community Dump,37.80861111,-82.72641667, , , , , , ,S1E9,_, , , , , ,Private,Private,0,0,Y, , , , , ,,
77719,058-00003,Johnson,Flat Gap Community Dump,37.9275,-82.8887, , , , , , ,S1E9,_, , ,Flatgap Historic City Dump, , ,Private,Private,0,0,Y, , , , , ,,
77720,058-00004,Johnson,S & S Sanitation,37.7857,-82.7544, , , , , , ,S1E9,_, , , , , ,Private, ,0,0,Y, , , , , ,,
77721,058-00005,Johnson,Meally Dump,37.78844444,-82.72613889, , , , , , ,S1E9,_, , , , , ,Private,Private,0,0,Y, , , , , ,,
40605,058-00018,Johnson,Ronnie E Hall <1 acre CDD,37.8079,-82.775, , , , ,Y, , , , ,"KY 403, Paintsville, KY", , ,Active, , ,0,0,Y, , ,"Active CDD, covered", , ,,
52228,059-00001,Kenton,City of Covington Sanitary LF,39.03777778,-84.49877778,70, ,STANTEC, , ,CONSTR,S1E1,_, ,"Grade Ln, Louisville, KY",43rd Street Landfill - Convington,Bill Cappel Sports Complex,Terminated,Government,Leased,51,82,Y,40, ,"Fenced, covered by ball field complex, local info.", , ,,
43719,059-00004,Kenton,Ludlow Development Enterprises Inc.,39.08294167,-84.55225,56, ,STANTEC, , , ,S1E1,Uncertain that 55 gallon drums or asbestos was placed in the landfill at some point., ,"Off Sleepy Hollow Road, Ludlow, Ky",Ludlow Development Enterprises Inert Landfill, ,Terminated,Private,Private,0,0,Y, , , , , ,,
83087,059-A0007,Kenton,Goodridge Avenue Landfill,38.99502778,-84.6111,54, ,STANTEC, , , , , ,SME,"ES E Covered Bridge Dr, Elsmere, KY",Elsmere Landfill,Barth Garbage Landfill,No Record,Private,Private,44,67,Y,110.5, ,"Needs cap maintenance, small trees on cap.", , , , 
43720,059-00005,Kenton,Rocky L Townsend Inert Landfill,39.046178,-84.516611,48, ,STANTEC, , , , ,ACM stripped off a boiler was buried in a plastic bag in the landfill. NOVs state that the landfill accepted non-inert waste., ,"910 W 33rd St, Latonia, KY", , ,No permit,Private,Leased,45,75,Y,~3, ,Small active open dump with CDD, , ,,
77722,059-00003,Kenton,"John R. Loomis, Inc",38.85763889,-84.50561111,48, ,STANTEC, , , ,S1E1,Stantec discovered multiple drums on site and did not know if they were empty or not., , , , , ,Private,Private,49,69,Y, , ,"Local info, could not establish boundaries. Scattered trash in trees; owned by John R. Loomis and operated by John R. Loomis Inc.", , ,,
43721,059-00006,Kenton,Shields and Sons Wrecking Co,39.0218,-84.5364,43, ,STANTEC, , , ,S1E1,_, ,"4705 Fowler Creek Road, Independence, KY",Sterling Staggs Bioremediation Facility, ,No permit,Private,Private,71,71,Y, , ,"Not found, contradictory local info.", , ,,
5844,059-A0005,Kenton,Taylor Brothers Excavating Co LF,39.01145,-84.531672,36,Y,STANTEC, , ,NFA,S1E1,_, ,"3769 Old KY 17, Covington, KY", , ,Pre-permit,Private,Private,64,66,Y,75, , , , ,,
38741,059-00002,Kenton,City of Ludlow Landfill,39.08211111,-84.54997222, , , , ,Y, , , , ,"KY 1072 & Southern RR, Ludlow, KY",Ludlow Incinerator and Disposal Site, ,Blue Dot,Government,Government,0,0,Y, , ,Inert landfill associated with former incinerator, , , , 
0,059-00005R2,Kenton,Bavarian Trucking - Trash Debris,39.02922222,-84.53622222, , , , ,Y, , , , ,"4837 Madison Pike, Independence, KY", , , ,Private,Private,75,0,Y, , ,"At site of 1-275 Independence/Covington exit, local info; operated by Bavarian Trucking Co., Mr. Bernard Brueggeman", , , , 
0,059-A0002,Kenton,Floyd Colston Collection Service LF,0,0, , , , ,Y, , , , , , , ,Pre-permit,Private,Private,36,67,Y, , ,Landowner Mrs. Floyd Colston (1967). Garbage 6 ft high over 100 ft long along edge of hill and other garbage in small creek 50 ft long, , , , 
0,059-A0003,Kenton,John Cooney Property,0,0, , , , ,Y, , , , , , , ,No Permit,Private,Private,62,64,Y, , ,"Landowner John Cooney (1964).  Along road (Madison Pike), near stream, can be flooded.  Covered by dozer 1964", , , , 
0,059-A0004,Kenton,Stanley Foltz Collection Service,0,0, , , , ,Y, , , , , , , ,No Permit,Private,Private,63,0,Y, , ,Near a stream, , , , 
83089,059-00005R,Kenton,Powers Landfill,38.91827778,-84.54288889, , , , , , , , , ,"1146 Madison Pike, Independence, KY",Independence Landfill,Lucas and Watt Landfill, ,Private,Private,71,85,Y, , ,Undeveloped and grass covered,059-A0006, ,Bavarian Trucking Landfill,Powers - Breuggeman Landfill
77725,060-00001,Knott,Oglan Dump - General Public,37.3583,-82.99630556, , , , , , ,S1E8,_, , ,Ogden Gap Historic City Dump, , ,Government,Private,72,76,Y, , ,"No found, no local info.", , , , 
77726,060-00002,Knott,Possum Trot - General Public,37.36825833,-82.9448, , , , , , ,S1E8,_, , ,Possum Trot Branch Historic Dump, , ,Private,Private,0,0,Y, , ,"RCCCP dump, will be cleaned up. Owned and operated by Mr. Sam Williams & Mr. Carl Caudill --> Hilton ""Cuch"" Chaffins --> Mr. Ray Stewart.", , , , 
77727,060-00003,Knott,Caney Dump,37.3413,-82.8928, , , , , , ,S1E8,_, , ,Caney Historic Dump, , ,Private,Private,0,0,Y, , ,"Not found, no local info.", , , , 
77728,060-00004,Knott,Mouise Dump,37.4021,-82.9142, , , , , , ,S1E8,_, , , , , ,Private,Private,0,0,Y, , ,"RCCCP dump, will be cleaned up. Owned and operated by Margaret Stone", , , , 
77729,060-00005,Knott,Carr Creek Dump,37.2369,-82.9656, , , , , , ,S1E8,_, , , , , ,Private,Private,0,0,Y, , ,"No local info, not found.", , , , 
43702,060-00006,Knott,Maillie Dump,37.30101111,-82.92325, , , , , , , , , , ,Carey Technologies Inc - Sludge Giveaway Type B, , ,Private,Private,0,0,Y, , ,"Gated so not visited, local knowledge of dump", , , , 
52153,061-00001,Knox,Estill Scalf Landfill,36.89111111,-83.89586111,57, ,TT, , , ,30E,_, , ,Barbourville Disposal Site, ,DEP Other,Private,Private,67,73,Y,8, ,No engineered cap and lacks a liner. Rogers and Smith visited site in 2017. Mobile home on site that may be sitting above part of the waste area owned by former operators grandson., , , , 
77731,061-00002,Knox,Open Dump  (Site does not qualify for HB 174),37.94411111,-83.96230556, ,Y,DWM,N/A,N/A,NFA,S1E5,_, ,"Old Hwy 25, Barbourville, KY", , , , , ,0,0,Y, , ,"Open dump, cleaned up by county in 2000.", , , , 
77732,061-00003,Knox,Roadside Dump  (Site does not qualify for HB 174),36.8459,-83.81180556, ,Y,DWM,N/A,N/A,NFA,S1E5,_, ,"W Fortney Branch Rd, Barbourville, KY",Knox County Historic Roadside Dump, , ,Private,Private,0,0,Y, , ,"Open dump, no waste visible in hayfield, no local info. Owned and operated by Tiflord Wagner.", , , , 
43706,061-00005,Knox,City of Barbourville,36.90463889,-83.90013889, , ,GOLDER, , , ,first8,Empty drums used to store toluene from Tremco were disposed of at the site. Animal flesh and hide from the Middlesboro tannery were disposed of at the site., ,"California Hollow Road, Barbourville, KY",Barbourville Landfill, ,Blue Dot,Government,Government,73,89,Y, , ,Owned and operated by Estill Scalf and closed in 1986. Taken over by city of Barbourville in 1984., , , , 
52149,061-00004,Knox,Joby L. Thomas,36.8825,-84.0318, , , , , , ,S1E5,_, ,"Ky 6, Woodbine, Ky", , , ,Private,Private,69,73,Y,4.353, ,"Did not visit actual location, strip mine bench, abandoned 1973. Owned and operated by Joby L. Thomas; land subsequently acquired by Donah Martin", , , , 
52158,062-A0001,Larue,Larue County Landfill,37.47594444,-85.51022222,44, ,KENVIRONS, , , ,S1C4,_, ,"Hwy 462, Badger, KY", , , , , ,0,0,Y,0.1, ,"Wooded area, no leachate or exposed garbage oberserved in explored area. Owner states that county road department removed some waste from the area.", , , , 
77733,062-00001,Larue,Hodgenville Landfill,37.586,-85.65266667,35, ,KENVIRONS, , , ,S1C4,_, ,"KY 84 Howardstown Road, Hodgenville, KY",Hodgenville Historic City Dump,Harvey William Landfill, ,Private,Private,1967,1977,Y,6.97,4,Nothing visible at the location. Pasture with some heavy vegitation., , , , 
52161,063-00002,Laurel,G. C. Singleton Landfill,37.1783,-84.0636, , , , , , ,S1E5,_, ,"Slate Lick Road, London, KY", , , , , ,69,83,Y, , ,Location based on map in USGS WRI 93-4005 using arcview., , , , 
77734,063-00001,Laurel,London City Dump,37.14319444,-84.17180556, , , , , , ,S1E5,_, , , , , ,Government,Private,69,83,Y, , , , , , , 
2581,063-00003,Laurel,Laurel Ridge Dump,37.02916667,-84.09166667, , , , , , , , , ,"3162 KY 552 E, Lily, KY", , ,Active, , ,0,0,Y, , , , , , , 
38884,064-00001,Lawrence,Louisa City landfill,38.10875,-82.61333333, , , , , , ,S1E9,_, ,"N Adams St, Louisa, KY", , , ,Government,Government,0,62,Y, , ,"Local info; covered 16 years ago, A.J. Frederick owner. Owned and operated by City of Louisa.", , , , 
43693,064-00003,Lawrence,Roe Creek Landfill,38.21275,-82.64330556, , , , , , ,S1E9,_, ,"Left Fork Roe Creek Road, Louisa, KY",Roe Creek Development Landfill, , , , ,0,0,Y, ,53, , , , , 
77736,065-00001,Lee,Beattyville City Dump,37.5785,-83.7242, , , , , , ,S1E4,_, , ,Beattyville Historic City Dump, , ,Government,Government,34,72,Y, , ,Waste treatment plant built on it; owned and oeprated by City of Beattyville, , , , 
77737,065-00002,Lee,Heidelburg Dump,37.5442,-83.7776, , , , , , ,S1E4,_, , ,Heidelburg Historic City Dump, , , , ,0,71,Y, , ,"Nothing at location, no local info.", , , , 
77738,065-00003,Lee,Ky River Garbage & Refuse Disp. Dist.,37.6643,-83.6883, , , , , , ,S1E4,_, ,"KY 11, Beattyville, KY", , , ,Private,Private,0,0,Y, , ,"Cut through hwy 11, no size estimate of remainder.", , , , 
52197,066-00004,Leslie,Hyden Dump,37.14297222,-83.38069444, , , , , , ,S1E5,_, ,"Wendover Rd, Hyden, KY", , ,No Permit,Government,Government,67,77,Y,10, ,Memorial Park on former dump site; owned by Hyden-Leslie County Water Supply; subsequently acquired by City of Hyden., , , , 
77739,066-00001,Leslie,Big Creek Community Landfill,37.1724,-83.50919444, , , , , , ,S1E5,_, , ,Big Creek Historic City Dump, , ,Private,Government,68,0,Y, , ,"Not found, no local info; owned and operated by the U.S. Forestery service; operated by Big Creek Community Action Council", , , , 
77740,066-00002,Leslie,Thousand Sticks - Asher Gap,37.1837,-83.4384, , , , , , ,S1E5,_, , , , , , ,Private,58,0,Y, , ,"Nothing visible, now picnic area; owned by Black Star Coal Company, used by both city and county residents. Cleaned occasionally by highway department.", , , , 
77741,066-00003,Leslie,Laurel Branch Landfill,37.04761667,-83.4821, , , , , , ,S1E5,_, , ,Laurel Branch Historic Dump, , , ,Government,0,0,Y, , ,"Not found, no local info; operated by Jacks Creek Community Action Committee under supervision of Mr. Roy Collet, ACID Operator Roark, KY.", , , , 
111796,066-A0001,Leslie,Leslie County Landfill,37.1636,-83.4113, , , , , , , , , ,"Detention Road, Hyden, KY", , ,No Permit,Government,Leased,77,80,Y, , , , , , , 
43697,067-00006,Letcher,Letcher Co Lf,37.2025,-82.7591, ,Y,CDM, , ,NFA,HB 174 work completed,_, ,"Ky 113, Millstone, Ky", , ,Blue Dot,Government,Government,71,92,Y,27, ,"Leachate problems, possible groundwater contamination.",067-00014, , , 
0,067-A0002,Letcher,Randall Harris Dump,37.18747222,-82.65852778, , , , , , ,S1E8,"CDD, Residential, scrap metal", , , , ,No Record,Private,Private,85,92,Y, , ,"OCCURRED IN 80S, POSSIBLE EARLY 90S.  RANDALL HARRIS HAULED GARBAGE FOR LETCHER COUNTY, THEN DUMPED AND BURIED IT ON THIS PROPERTY, WHICH WAS HIS AT TIME.  HE IS DECEASED.  SEE COMMENTS FOR HISTORY.", , , , 
43698,067-00011,Letcher,Bizzack less than 1 acre CDD,37.26894444,-83.20255556, , , , , , ,S1E8,_, , ,US 119 & US 23 Construction Fill Area, , , , ,0,0,Y, , , , , , , 
77743,067-00001,Letcher,Dunham dump,37.1888,-82.652, , , , , , ,S1E8,_, , , , , , ,Government,0,71,Y, , ,GPS reading 50ft beyond entrance gate, , , , 
77744,067-00002,Letcher,Pine Mountain Dump,37.09186111,-82.79116667, , , , , , ,S1E8,_, , ,Pine Mountain Historic Dump, , , ,Government,0,71,Y, , ,Site buried under road construction fill; owned by the city of Whitesburg, , , , 
77745,067-00003,Letcher,Fleming dump,37.1917,-82.7013, , , , , , ,S1E8,_, , , , , , ,Government,0,0,Y, , ,Could not determine perimeter. Owned by Elkhorn Corporation at Fleming., , , , 
77746,067-00004,Letcher,Carbon Glow Dump,37.17483333,-82.95488889, , , , , , ,S1E8,_, , , , , , ,Private,0,0,Y, , ,Site buried under post-dump mine spoil. Owned by Mr. Bill Banks., , , , 
77748,067-00005,Letcher,McRoberts dump,37.205,-82.64902778, , , , , , ,S1E8,_, , , , , , ,Private,0,0,Y, , , , , , , 
2684,067-00009,Letcher,Letcher County Transfer Station,37.2,-82.76066667, , , , , , , , , ,"KY 803, Millstone, KY",Letcher County < 1 Acre CDD, ,Active,Government,Government,0,0,Y, , ,"On fill near scale house; active, may be more than 1 acre. Owned and operated by Letcher County Fiscal Court.", , , , 
51893,068-00005,Lewis,E.B. Shouse LF,38.54883333,-83.31731833, , , , , , ,S1E6,No evidence of hazardous waste disposed of at the site per reports., ,"Rock Run Road, Vanceburg, KY",Lewis County Landfill, , ,Government,Government,77,84,Y,15, ,Dates for operation are based on old inspection reports from the mid 80s, , , , 
77749,068-00001,Lewis,James Spriggs,38.56780556,-83.17241667, , , , , , ,S1E6,_, , ,James Spriggs Historic Landfill, , , , ,0,68,Y, , ,"Nothing at location, no local info.", , , , 
77750,068-00002,Lewis,Jewel Mae McGlone,38.60461111,-83.17466667, , , , , , ,S1E6,_, ,"Garrison lane, Garrison, KY", , , ,Private,Private,72,72,Y, , ,Local info; used only two months in early 1970's., , , , 
77751,068-00003,Lewis,June Skidmore,38.58836111,-83.19813889, , , , , , ,S1E6,_, ,"Skidmore Lane, Garrison, KY", , , ,Private,Private,70,74,Y, , ,Landfill in back yard of house; nothing visible. Owned by June Skidmore and operated by Milton Stonfield/, , , , 
77752,068-00004,Lewis,Merrill Osborne,38.58894444,-83.29672222, , , , , , ,S1E6,_, ,"Fingerboard Cemetery Road, Vanceburg, KY",Merrill Osborne Historic Landfill, ,Terminated,Private,Private,69,74,Y, , ,Never built or used., , , , 
77753,069-00001,Lincoln,Stanford City Dump,37.49152778,-84.67619444,47, ,TT, , , ,S1C6,_, ,"KY 698, Stanford, KY",Stanford Historic City Dump, , ,Government,Government,69,0,Y,1.1, ,"Covered, no observed problems", , , , 
77754,069-00002,Lincoln,Crab Orchard City Dump,37.4817,-84.51694444, , ,TT, , , ,S1C6,_, ,"KY 39 N, Crab Orchard, KY",Crab Orchard Historic City Dump, , , ,Government,69,0,Y,~0.25, ,"Partially covered, some exposed debris. Site was supposedly remediated some 4-5 years ago by Puma Environmental.", , , , 
77755,069-00003,Lincoln,McKinney Dump,37.44555556,-84.74694444, , ,TT, , , ,S1C6,_, , , , , , ,Private,69,0,Y, , ,"Not found, no local info. Owned by Ruritan Club. Two residences on site, one group of owners stated that the site had been cleaned up; this could not be verified. Photos show waste tires, make this assumption unlikely.", , , , 
2726,069-00004,Lincoln,Tri-K Landfill,37.475,-84.66666667, , , , , , , , , ,"1905 KY 3249, Stanford, KY", , ,Active, , ,0,0,Y, , , , , , , 
43672,070-00002,Livingston,Livingston LF,37.0813,-88.3995,5, ,ATC, , , ,S1W2,"dried sewage sludge, asbestos, residential type wastes", , ,Livingston County Fiscal Court, ,Blue Dot,Government,Government,75,88,Y,12, ,"Has convenience center, cap has been verified. Two entries in Tonys database for site. Can determine where ATC report is or accuracy of score for this one.", , , , 
0, ,Livingston,Smithland Tire,37.14253056,-88.40161139, , , , , , , , , , , , , , , ,75,82,Y, , , , , , , 
71421,071-00002,Logan,Auburn Site,36.87663889,-86.7493,45, ,KENVIRONS, , , ,30W,_, ,"Cemetery Road, Auburn, KY",Auburn City Dump, , , ,Government,78,90,Y,2, ,Open dumping active. Owned by city of Auburn., , , , 
0,071-A0003,Logan,Lewisburg Dump,0,0, , , , , , ,S1C1,_, , , , , ,Government,Government,0,73,Y, , ,Owned and operated by city of Lewisburg. Operational by 1979., , , , 
43674,071-00001,Logan,Russellville Landfill,36.8617,-86.91341667, , , , , , ,S1C1,_, , , , , , , ,70,0,Y, , ,Removed during road construction of Hwy 431. Leased by Charles Duncan to City of Russellville., , , , 
77829,071-00005,Logan,Carl Anderson Landfill,36.8294,-86.937, , , , , , ,S1C1,_, ,"US 68, Russellville, KY", , , , , ,72,79,Y, , ,"Nothing at the location, no local info.", , , , 
51850,071-A0001,Logan,Russellville Dump,36.88286111,-86.85233333, , , , , , ,S1C1,_, ,"Morgantown Road, Russellville, KY",Russellville City Dump, , ,Government,Government,69,0,Y, , ,Owned by city of Russellville., , , , 
77827,071-00003,Logan,Lewisburg landfill,36.9754,-86.9669, , , , , , ,S1C1,_, , ,Lewisburg Historic City Dump, , ,Government,Government,0,79,Y, , ,"Nothing at location, no local info.", , , , 
77828,071-00004,Logan,Adairville Landfill,36.66283333,-86.91341667, , , , , , ,S1C1,_, , ,Adairville Historic City Dump, , , , ,70,0,Y, , ,"Nothing at the location, no local info. Operational by 1970.", , , , 
43675,071-A0004,Logan,Caldwell Lace Leather,36.87508,-86.75517, , , , , , , , , ,"Cemetery Road, Auburn, KY", , ,No Record,Not Known,Not Determined,0,89,Y, , ,Operational years based on correspondence from 1989., , , , 
39028,071-00006,Logan,Southern Sanitation,36.89,-86.91306, , , , , , , , , , ,Southern Waste Services,Russellville Sanitation County Landfill,Active,Not Known,Not Determined,0,0,Y, , , , , , , 
2761,071-00007,Logan,Logan Aluminum Landfill,36.94583333,-86.93194444, , , , , , , , , , , , ,Active, , ,0,0,Y, , , , , , , 
70695,072-00001,Lyon,Lyon County Site,37.07952778,-88.06791667,37, ,KENVIRONS, , , ,30W,_, ,"1583 KY 3305, Eddyville, KY",Meuth Construction Supply - Eddyville Plant, ,DEP Other,Government,Leased,72,79,Y,6.1, ,"6.75 acres, dense vegetation and trees, closed 78-79.", , , , 
43638,076-00006,Madison,City of Richmond,37.77963889,-84.17875, ,Y,TT,Y,Y,CONSTR,4Eleach,asbestos    benzene; GW impacts, ,"Four Mile Road, Richmond, KY",Richmond Landfill, , ,Government,Government,70,92,Y, , ,The cap has been certified but the site is still in assessment., , , , 
39053,076-00009,Madison,Berea College,0,0, , , , , , ,S1E4,_, ,"101 Chesnut St, Berea, KY",Berea College Water Utlility, ,Terminated,Government,Government,0,0,Y, , ,"Terminated Feb. 28, 1996", , , , 
43322, ,Madison,Madison Special Waste Landfill (W R Rowe),0,0, , , , , , ,Referred by SF, ,,,,,,,,0,0,,,,,,,,
43581,076-00003,Madison,Bluegrass Army Depot,37.7049,-84.2349, , , , , , ,S1E4,_, , , , , ,Government,Government,71,92,,,,,,,,
43637,076-00002,Madison,City of Berea,37.57441667,-84.33569444, , , , , , ,S1E4,_, ,"Estridge Road, Berea, KY",Berea Landfill,Berea City Dump, ,Government,Government,0,0,Y,21.2,100.13,Two year post closure care plan received in 2015., , , , 
77871,076-00004,Madison,W R Rowe landfill,37.65222222,-84.12658333, , , , , , ,S1E4,Site had an observed release of Xylol in 1987., ,"KY 499, Panola, KY",W R Rowe Historic Landfill, , ,Private,Private,70,76,Y, , ,"Inspector knowledge of site, heavily veg, operated 70-76, DWM closure 84", , , , 
77870,076-00001,Madison,Richmond City Dump,37.74894444,-84.28491667, , , , , , , , , , , , , ,Government,Government,68,0,Y, , , , , , , 
2805,076-00003,Madison,Bluegrass Army Depot,37.70490556,-84.23490028, , , , , , , , , ,"431 Battlefield Memorial Hwy, Richmond, KY", , , ,Government, ,0,82,Y, , ,"Nothing at location, no record of it with the facility environmental coordinator.", , , , 
