1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FEDERAL FACILITY,19. INDUSTRY SECTOR CODE,20. INDUSTRY SECTOR,21. PRIMARY SIC,22. SIC 2,23. SIC 3,24. SIC 4,25. SIC 5,26. SIC 6,27. PRIMARY NAICS,28. NAICS 2,29. NAICS 3,30. NAICS 4,31. NAICS 5,32. NAICS 6,33. DOC_CTRL_NUM,34. CHEMICAL,35. ELEMENTAL METAL INCLUDED,36. TRI CHEMICAL/COMPOUND ID,37. CAS#,38. SRS ID,39. CLEAN AIR ACT CHEMICAL,40. CLASSIFICATION,41. METAL,42. METAL CATEGORY,43. CARCINOGEN,44. PFAS,45. FORM TYPE,46. UNIT OF MEASURE,47. 5.1 - FUGITIVE AIR,48. 5.2 - STACK AIR,49. 5.3 - WATER,50. 5.4 - UNDERGROUND,51. 5.4.1 - UNDERGROUND CL I,52. 5.4.2 - UNDERGROUND C II-V,53. 5.5.1 - LANDFILLS,54. 5.5.1A - RCRA C LANDFILL,55. 5.5.1B - OTHER LANDFILLS,56. 5.5.2 - LAND TREATMENT,57. 5.5.3 - SURFACE IMPNDMNT,58. 5.5.3A - RCRA SURFACE IM,59. 5.5.3B - OTHER SURFACE I,60. 5.5.4 - OTHER DISPOSAL,61. ON-SITE RELEASE TOTAL,62. 6.1 - POTW - TRNS RLSE,63. 6.1 - POTW - TRNS TRT,64. POTW - TOTAL TRANSFERS,65. 6.2 - M10,66. 6.2 - M41,67. 6.2 - M62,68. 6.2 - M40 METAL,69. 6.2 - M61 METAL,70. 6.2 - M71,71. 6.2 - M81,72. 6.2 - M82,73. 6.2 - M72,74. 6.2 - M63,75. 6.2 - M66,76. 6.2 - M67,77. 6.2 - M64,78. 6.2 - M65,79. 6.2 - M73,80. 6.2 - M79,81. 6.2 - M90,82. 6.2 - M94,83. 6.2 - M99,84. OFF-SITE RELEASE TOTAL,85. 6.2 - M20,86. 6.2 - M24,87. 6.2 - M26,88. 6.2 - M28,89 6.2 - M93,90. OFF-SITE RECYCLED TOTAL,91. 6.2 - M56,92. 6.2 - M92,93. OFF-SITE ENERGY RECOVERY T,94. 6.2 - M40 NON-METAL,95. 6.2 - M50,96. 6.2 - M54,97. 6.2 - M61 NON-METAL,98. 6.2 - M69,99. 6.2 - M95,100. OFF-SITE TREATED TOTAL,101. 6.2 - UNCLASSIFIED,102. 6.2 - TOTAL TRANSFER,103. TOTAL RELEASES,104. 8.1 - RELEASES,105. 8.1A - ON-SITE CONTAINED,106. 8.1B - ON-SITE OTHER ,107. 8.1C - OFF-SITE CONTAIN,108. 8.1D - OFF-SITE OTHER R,109. 8.2 - ENERGY RECOVER ON,110. 8.3 - ENERGY RECOVER OF,111. 8.4 - RECYCLING ON SITE,112. 8.5 - RECYCLING OFF SIT,113. 8.6 - TREATMENT ON SITE,114. 8.7 - TREATMENT OFF SITE,115. PRODUCTION WSTE (8.1-8.7),116. 8.8 - ONE-TIME RELEASE,117. PROD_RATIO_OR_ ACTIVITY,118. 8.9 - PRODUCTION RATIO
2019,42002MDWST725NF,1.10003E+11,JSC TERMINAL LLC (DBA MIDWEST TERMINAL),725 N 5TH ST,PADUCAH,MCCRACKEN,KY,42001,,,37.09278,-88.60444,NAD83,NA,,NA,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1.31922E+12,Ethylbenzene,NO,100414,100-41-4,19406,YES,TRI,NO,0,YES,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019,42002MDWST725NF,1.10003E+11,JSC TERMINAL LLC (DBA MIDWEST TERMINAL),725 N 5TH ST,PADUCAH,MCCRACKEN,KY,42001,,,37.09278,-88.60444,NAD83,NA,,NA,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1.31922E+12,Methanol,NO,67561,67-56-1,4283,YES,TRI,NO,0,NO,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019,42420LCNNGKENTU,1.10038E+11,CENTURY ALUMINUM SEBREE LLC,9404 STATE RT 2096,ROBARDS,HENDERSON,KY,42452,,,37.6569,-87.5006,NAD83,CENTURY ALUMINUM CO,79112021,CENTURY ALUMINUM CO,NO,331,Primary Metals,,,,,,,331313,331314,,,,,1.31922E+12,Polycyclic aromatic compounds,NO,N590,N590,649749,YES,PBT,NO,0,YES,NO,R,Pounds,25.03,78843,0,0,0,0,0,0,0,0,0,0,0,0,78868.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78868.03,0,0,78868.03,0,0,0,0,0,0,0,0,78868.03,,,
2019,41653CTNPT10BAL,1.10003E+11,ACTION PETROLEUM CO LTD,10 BALDWIN ST,PRESTONSBURG,FLOYD,KY,41653,,,37.671238,-82.78191,NAD83,NA,,NA,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1.31922E+12,Ethylene glycol,NO,107211,107-21-1,24257,YES,TRI,NO,0,NO,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019,42303LMRSM4301U,1.10057E+11,OWENSBORO MUNICIPAL UTILITIES ELMER SMITH STATION,4301 STATE RT 144,OWENSBORO,DAVIESS,KY,42303,,,37.79513,-87.060675,NAD83,OWENSBORO MUNICIPAL UTILITIES,174775544,OWENSBORO MUNICIPAL UTILITIES,NO,2211,Electric Utilities,,,,,,,221112,,,,,,1.31922E+12,Vanadium compounds,NO,N770,N770,755389,NO,TRI,YES,1,NO,NO,R,Pounds,0,42,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19162,0,0,24606,0,0,0,43768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43768,43810,0,0,42,19162,24606,0,0,0,0,0,0,43810,,PRODUCTION,0.65
2019,42029GFCHMHIGHW,1.10001E+11,ISP CHEMICALS LLC,455 N MAIN ST,CALVERT CITY,MARSHALL,KY,42029,,,37.047737,-88.35866,NAD83,ASHLAND LLC,5003264,ASHLAND LLC,NO,325,Chemicals,,,,,,,325199,,,,,,1.31922E+12,Benzene,NO,71432,71-43-2,4754,YES,TRI,NO,0,YES,NO,R,Pounds,9668,558,0,0,0,0,0,0,0,0,0,0,0,0,10226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25312,0,25312,0,3258,231,0,0,0,3489,0,28801,10226,0,0,10226,0,0,0,25312,5072800,0,396287,3489,5508114,,PRODUCTION,0.6
2019,42420PBSCH1405H,1.10057E+11,BRENNTAG MID-SOUTH INC,1405 HWY 136 W,HENDERSON,HENDERSON,KY,42420,,,37.810556,-87.654833,NAD83,BRENNTAG N.A. INC,NA,BRENNTAG NORTH AMERICA INC,NO,4246,Chemical Wholesalers,,,,,,,424690,,,,,,1.31922E+12,Chromium compounds (except for chromite ore mined in the Transvaal Region),NO,N090,N090,649475,YES,TRI,YES,1,NO,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019,42303LMRSM4301U,1.10057E+11,OWENSBORO MUNICIPAL UTILITIES ELMER SMITH STATION,4301 STATE RT 144,OWENSBORO,DAVIESS,KY,42303,,,37.79513,-87.060675,NAD83,OWENSBORO MUNICIPAL UTILITIES,174775544,OWENSBORO MUNICIPAL UTILITIES,NO,2211,Electric Utilities,,,,,,,221112,,,,,,1.31922E+12,Hydrogen fluoride,NO,7664393,7664-39-3,152371,YES,TRI,NO,0,NO,NO,R,Pounds,0,4474,0,0,0,0,0,0,0,0,0,0,0,0,4474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4474,0,0,4474,0,0,0,0,0,0,134007,0,138481,,PRODUCTION,0.65
2019,42445HYDRG375PA,1.10037E+11,HYDRO GEAR,375 PARK AVE,PRINCETON,CALDWELL,KY,42445,,,37.11093,-87.91208,NAD83,DANFOSS POWER SOLUTIONS (US) CO,174799254,DANFOSS POWER SOLUTIONS (US) CO,NO,333,Machinery,,,,,,,333996,,,,,,1.31922E+12,Zinc compounds,NO,N982,N982,649699,NO,TRI,YES,1,NO,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019,41045NRTHMUS42E,1.10057E+11,NORTH AMERICAN STAINLESS,6870 US 42 E,GHENT,CARROLL,KY,41045,,,38.727778,-85.072222,NAD83,NA,,NA,NO,331,Primary Metals,,,,,,,331110,,,,,,1.31922E+12,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,N511,N511,649616,NO,TRI,NO,0,NO,NO,R,Pounds,0,0,3616423.09,0,0,0,0,0,0,0,0,0,0,0,3616423.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3616423.09,0,0,3616423.09,0,0,0,0,0,0,0,0,3616423.09,,PRODUCTION,0.93
2019,40209RLNCN4730C,1.1E+11,ALLNEX USA INC,4730 CRITTENDEN DR,LOUISVILLE,JEFFERSON,KY,40209,,,38.180278,-85.753611,NAD83,ALLNEX USA INC,78786182,ALLNEX USA INC,NO,325,Chemicals,,,,,,,325211,,,,,,1.31922E+12,Phthalic anhydride,NO,85449,85-44-9,10355,YES,TRI,NO,0,NO,NO,R,Pounds,11,41,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,0,0,52,,PRODUCTION,1.11
2019,41105RMCSHUSROU,1.10067E+11,AK STEEL CORP,170 ARMCO ROAD,ASHLAND,BOYD,KY,41101,,,38.498333,-82.663611,NAD83,AK STEEL CORP,606072130,AK STEEL HOLDING CORP,NO,331,Primary Metals,,,,,,,331110,,,,,,1.31922E+12,Mercury,NO,7439976,7439-97-6,149633,YES,PBT,YES,1,NO,NO,R,Pounds,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0.01,,ACTIVITY,0.3
2019,42101LLLYN347CE,1.1E+11,SHERWIN-WILLIAMS CO,347 CENTRAL AVE,BOWLING GREEN,WARREN,KY,42101,,,36.93149,-86.49988,NAD83,THE SHERWIN-WILLIAMS CO,4206397,THE SHERWIN-WILLIAMS CO,NO,325,Chemicals,,,,,,,325510,,,,,,1.31922E+12,Certain glycol ethers,NO,N230,N230,649541,YES,TRI,NO,0,NO,NO,R,Pounds,740,569,0,0,0,0,0,0,0,0,0,0,0,0,1309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,30,0,0,0,0,0,0,8507,0,8507,0,0,0,0,2802,0,2802,0,11339,1339,0,0,1309,30,0,0,8507,0,0,0,2802,12648,,PRODUCTION,1
2019,41008MTCHM2316H,1.1E+11,PMC ORGANOMETALLIX INC,2316 HIGHLAND AVE,CARROLLTON,CARROLL,KY,41008,,,38.685954,-85.146363,NAD83,PMC GROUP INC,968126888,PMC GROUP INC,NO,325,Chemicals,,,,,,,325180,325998,325199,325320,,,1.31922E+12,Chloromethane,NO,74873,74-87-3,5116,YES,TRI,NO,0,NO,NO,R,Pounds,494,3106,3,0,0,0,0,0,0,0,0,0,0,0,3603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3603,0,0,3603,0,0,0,0,0,0,3110244,0,3113847,,PRODUCTION,1.14
2019,40324TYTMT1001C,1.1E+11,TOYOTA MOTOR MANUFACTURING KENTUCKY INC,1001 CHERRY BLOSSOM WAY,GEORGETOWN,SCOTT,KY,40324,,,38.26035,-84.534367,NAD83,TOYOTA MOTOR ENGINEERING & MANUFACTURING N.A. INC,961659588,TOYOTA MOTOR ENGINEERING & MANUFACTURING NORTH AMERICA INC,NO,336,Transportation Equipment,,,,,,,336111,336350,,,,,1.31922E+12,Nickel  And Nickel Compounds,YES,N495,N495,650036,YES,TRI,YES,1,YES,NO,R,Pounds,8.9,1.9,0,0,0,0,0,0,0,0,0,0,0,0,10.8,774,0,774,0,0,0,0,0,0,0,0,0,0,0,0,22809,0,0,0,0,9.5,0,23592.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23592.5,23603.3,0,0,10.8,23583,9.5,0,0,0,0,0,0,23603.3,,PRODUCTION,1.22
2019,40202MRCSP235EM,1.1E+11,MARCUS PAINT CO,235 E MARKET ST,LOUISVILLE,JEFFERSON,KY,40202,,,38.25436,-85.74886,NAD83,NA,,NA,NO,325,Chemicals,,,,,,,325510,,,,,,1.31922E+12,Certain glycol ethers,NO,N230,N230,649541,YES,TRI,NO,0,NO,NO,R,Pounds,2650,5,0,0,0,0,0,0,0,0,0,0,0,0,2655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,250,0,0,0,0,0,0,1245,0,1245,0,0,0,0,0,0,0,0,1495,2905,0,0,2655,0,250,0,1245,0,0,0,0,4150,,PRODUCTION,0.85
2019,40210NTDCT1227S,1.1E+11,CLARIANT CORP 12TH STREET FACILITY,1227 S 12TH ST,LOUISVILLE,JEFFERSON,KY,40210,,,38.233611,-85.7755,NAD83,CLARIANT CORP,108706425,CLARIANT CORP,NO,325,Chemicals,,,,,,,325180,,,,,,1.31922E+12,n-Hexane,NO,110543,110-54-3,26740,YES,TRI,NO,0,NO,NO,R,Pounds,0.01,741.79,0,0,0,0,0,0,0,0,0,0,0,5,746.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42259,0,42259,0,65812,0,0,0,0,65812,0,108071,746.8,0,0,746.8,0,0,0,42259,0,0,12033,65812,120850.8,,PRODUCTION,1.55
2019,42452RDGRN9000H,1.10001E+11,BIG RIVERS ELECTRIC CORP REID/GREEN/HMP&L STATION II,9000 HWY 2096,ROBARDS,HENDERSON,KY,42452,,,37.646078,-87.502778,NAD83,BIG RIVERS ELECTRIC CORP,4860730,BIG RIVERS ELECTRIC CORP,NO,2211,Electric Utilities,,,,,,,221112,,,,,,1.31922E+12,Manganese compounds,NO,N450,N450,650010,YES,TRI,YES,1,NO,NO,R,Pounds,0,124,0,0,0,0,0,0,65000,0,0,0,3360,0,68484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68484,0,65000,3484,0,0,0,0,0,0,0,0,68484,,PRODUCTION,0.63
2019,42029WSTLK2468I,1.10027E+11,WESTLAKE VINYLS INC,2468 IND US TRIAL PKWY,CALVERT CITY,MARSHALL,KY,42029,,,37.051111,-88.334167,NAD83,WESTLAKE CHEMICAL CORP,783918485,WESTLAKE CHEMICAL CORP,NO,325,Chemicals,,,,,,,325199,325180,,,,,1.31922E+12,Pentachlorobenzene,NO,608935,608-93-5,59261,NO,PBT,NO,0,NO,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,49,,PRODUCTION,1
2019,42348CNTRY1627S,1.1E+11,CENTURY ALUMINUM OF KENTUCKY,1627 STATE RT 3543,HAWESVILLE,HANCOCK,KY,42348,,,37.933024,-86.79153,NAD83,CENTURY ALUMINUM CO,942268202,CENTURY ALUMINUM CO,NO,331,Primary Metals,,,,,,,331313,,,,,,1.31922E+12,Polycyclic aromatic compounds,NO,N590,N590,649749,YES,PBT,NO,0,YES,NO,R,Pounds,6466.3,28732.6,0,0,0,0,0,0,0,0,0,0,0,0,35198.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47632,0,0,0,0,0,0,47632,0,0,307389,0,0,307389,0,0,0,0,0,0,0,0,0,0,0,355021,82830.9,0,0,35198.9,47632,0,0,0,0,307389,37710.6,0,427930.5,,ACTIVITY,2.54
2019,41015FLNSL3535L,1.10001E+11,INTERPLASTIC CORP-FORT WRIGHT,3535 LATONIA AVE,COVINGTON,KENTON,KY,41015,,,39.045,-84.512,NAD83,IP CORP,6151336,IP CORP,NO,325,Chemicals,,,,,,,325211,,,,,,1.31922E+12,Ethylene glycol,NO,107211,107-21-1,24257,YES,TRI,NO,0,NO,NO,R,Pounds,23,3,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,72,0,0,26,0,46,0,0,0,0,5119,0,5191,,PRODUCTION,1.5
2019,42602CGLKYHWY90,1.10022E+11,KEYSTONE FOODS,2294 KY HWY 90 W,ALBANY,CLINTON,KY,42602,,,36.760028,-85.178611,NAD83,TYSON FOODS INC,6903702,TYSON FOODS INC,NO,311,Food,,,,,,,311615,,,,,,1.31922E+12,Peracetic acid,NO,79210,79-21-0,7682,NO,TRI,NO,0,NO,NO,R,Pounds,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2900,0,0,2900,0,0,0,0,0,0,260000,0,262900,,PRODUCTION,0.92
2019,40210HNRYV1000W,1.10001E+11,VOGT ICE LLC,1000 W ORMSBY AVE STE 19,LOUISVILLE,JEFFERSON,KY,40210,,,38.2325,-85.77136,NAD83,NA,,NA,NO,333,Machinery,,,,,,,333415,,,,,,1.31922E+12,Chromium,NO,7440473,7440-47-3,150060,YES,TRI,YES,1,NO,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019,40065BKRRT100IS,1.1E+11,BEKAERT CORP,2000 ISAAC SHELBY DR,SHELBYVILLE,SHELBY,KY,40065,,,38.208309,-85.279446,NAD83,BEKAERT CORP,51525129,BEKAERT CORP,NO,331,Primary Metals,,,,,,,331222,332813,332811,,,,1.31922E+12,Lead  And Lead Compounds,YES,N420,N420,650002,YES,PBT,YES,1,NO,NO,R,Pounds,0.4,8.7,0,0,0,0,0,0,0,0,0,0,0,1,10.1,1,0,1,0,0,0.003,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,81.003,0,648,0,0,0,648,0,0,0,0,0,0,0,0,0,0,0,729.003,91.103,0,0,10.1,80,1.003,0,0,0,648,0,0,739.103,,PRODUCTION,0.82
2019,41042MBNCX8252D,1.10016E+11,MUBEA INC,8252 DIXIE HWY,FLORENCE,BOONE,KY,41042,,,38.972222,-84.617778,NAD83,NA,,NA,NO,332,Fabricated Metals,,,,,,,332613,,,,,,1.31922E+12,Sodium nitrite,NO,7632000,7632-00-0,152058,NO,TRI,NO,2,NO,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6829,0,0,0,0,0,0,6829,0,0,0,0,0,0,0,0,0,10464,0,0,0,0,0,10464,0,17293,6829,0,0,0,6829,0,0,0,0,0,0,10464,17293,,PRODUCTION,1.36
2019,40403HYSTRPOBOX,1.10001E+11,HYSTER YALE GROUP INC,2200 MENELAUS RD,BEREA,MADISON,KY,40403,,,37.60125,-84.29989,NAD83,HYSTER-YALE MATERIALS HANDLING INC,602472573,HYSTER-YALE MATERIALS HANDLING INC,NO,333,Machinery,,,,,,,333924,,,,,,1.31922E+12,Lead,NO,7439921,7439-92-1,149583,YES,PBT,YES,1,YES,NO,R,Pounds,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.192,0,0.192,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.392,0,0,0,0,5680,5680,0,0,0,0,0,0,0,0,0,0,0,5680.392,0.792,0,0,0.4,0.2,0.2,0,0,0,5680,0,0,5680.8,,PRODUCTION,0.86
2019,42029GFCHMHIGHW,1.10001E+11,ISP CHEMICALS LLC,455 N MAIN ST,CALVERT CITY,MARSHALL,KY,42029,,,37.047737,-88.35866,NAD83,ASHLAND LLC,5003264,ASHLAND LLC,NO,325,Chemicals,,,,,,,325199,,,,,,1.31922E+12,Formic acid,NO,64186,64-18-6,3830,NO,TRI,NO,0,NO,NO,R,Pounds,517,3079,0,0,0,0,0,0,0,0,0,0,0,0,3596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1487,0,0,0,0,1487,0,1487,3596,0,0,3596,0,0,0,0,0,0,1265,1487,6348,,PRODUCTION,0.94
2019,4035WKYLCM216MI,1.1007E+11,KEY OIL CO MOUNT STERLING BULK PLANT,216 MIDLAND TRL,MOUNT STERLING,MONTGOMERY,KY,40353,,,38.07644,-83.91942,NAD83,KEYSTOPS LLC,57589384,KEYSTOPS LLC,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1.31922E+12,Zinc compounds,NO,N982,N982,649699,NO,TRI,YES,1,NO,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019,42420CCRDC2315A,1.1E+11,ACCURIDE CORP,2315 ADAMS LN,HENDERSON,HENDERSON,KY,42420,,,37.80548,-87.56714,NAD83,NA,,CRESTVIEW PARTNERS LP,NO,336,Transportation Equipment,,,,,,,336390,,,,,,1.31922E+12,Zinc compounds,NO,N982,N982,649699,NO,TRI,YES,1,NO,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,54,0,0,0,0,0,0,0,0,0,0,0,0,7424,0,0,0,0,0,0,7478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7478,7478,0,0,0,7478,0,0,0,0,0,0,0,7478,,PRODUCTION,1
2019,40222FRDMT3001C,1.1E+11,FORD MOTOR CO KENTUCKY TRUCK PLANT,3001 CHAMBERLAIN LN,LOUISVILLE,JEFFERSON,KY,40241,,,38.2935,-85.5322,NAD83,FORD MOTOR CO,1344746,FORD MOTOR CO,NO,336,Transportation Equipment,,,,,,,336112,,,,,,1.31922E+12,Polychlorinated alkanes (C10-C13),NO,N583,N583,1737085,NO,TRI,NO,0,NO,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,0,0,0,0,0,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,407,0,0,0,410,0,0,0,0,0,0,0,410,,PRODUCTION,1.07
2019,40213FRDMTFERNV,1.10001E+11,FORD LOUISVILLE ASSEMBLY,2000 FERN VALLEY RD,LOUISVILLE,JEFFERSON,KY,40213,,,38.1547,-85.7255,NAD83,FORD MOTOR CO,1344746,FORD MOTOR CO,NO,336,Transportation Equipment,,,,,,,336112,,,,,,1.31922E+12,Ethylene glycol,NO,107211,107-21-1,24257,YES,TRI,NO,0,NO,NO,R,Pounds,17,0,0,0,0,0,0,0,0,0,0,0,0,0,17,212,2438,2650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2438,0,2650,229,0,0,17,0,210,0,0,0,0,0,2400,2627,,PRODUCTION,0.81
2019,41097SNMNF107IN,1.10001E+11,GOTEC PLUS SUN LLC,107 INDUSTRIAL RD,WILLIAMSTOWN,GRANT,KY,41097,,,38.64552,-84.57159,NAD83,GOTEC PLUS SUN LLC,32313694,GOTEC PLUS SUN LLC,NO,332,Fabricated Metals,,,,,,,332812,,,,,,1.31922E+12,Toluene,NO,108883,108-88-3,25452,YES,TRI,NO,0,NO,NO,R,Pounds,1356,4026,0,0,0,0,0,0,0,0,0,0,0,0,5382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6575,0,6575,0,0,0,0,0,0,0,0,6575,5382,0,0,5382,0,0,0,6575,0,0,0,0,11957,,PRODUCTION,0.9
2019,42701LZBTH31STE,1.10014E+11,FORTERRA CONCRETE INDUSTRIES INC - ELIZABETHTOWN,310 STEEL DR,ELIZABETHTOWN,HARDIN,KY,42701,,,37.681111,-85.839444,NAD83,FORTERRA INC,47663716,FORTERRA INC,NO,327,Nonmetallic Mineral Product,,,,,,,327390,327332,,,,,1.31922E+12,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,N511,N511,649616,NO,TRI,NO,0,NO,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019,40216BRDNN6200C,1.1E+11,HEXION VAD LLC,6200 CAMPGROUND RD,LOUISVILLE,JEFFERSON,KY,40216,,,38.195278,-85.872222,NAD83,HEXION VAD LLC,118106338,HEXION HOLDINGS CORP,NO,325,Chemicals,,,,,,,325211,325199,,,,,1.31922E+12,Zinc compounds,NO,N982,N982,649699,NO,TRI,YES,1,NO,NO,R,Pounds,0,854,239,0,0,0,0,0,0,0,0,0,0,0,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97371,0,0,0,0,0,0,97371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97371,98464,0,0,1093,97371,0,0,0,0,0,0,0,98464,,PRODUCTION,0.87
